代码,日期,买入价,卖出价,收益率
688315,2022-09-29,22.96,21.35,-7.01
002381,2011-06-22,16.16,17.58,8.79
605069,2022-10-12,9.27,9.48,2.27
603538,2018-06-25,17.36,17.76,2.3
603538,2018-06-26,17.57,18.44,4.95
603538,2020-10-29,34.6,32.99,-4.65
603187,2022-02-17,34.79,32.99,-5.17
603187,2022-04-20,27.83,29.37,5.53
603187,2023-06-13,18.13,19.4,7.0
688529,2024-05-17,15.28,14.58,-4.58
688529,2024-06-12,13.15,13.18,0.23
000058,1998-08-25,9.73,8.99,-7.61
000058,1998-09-02,8.99,9.5,5.67
000058,2008-03-21,6.15,5.66,-7.97
002632,2018-10-18,6.21,6.65,7.09
002632,2019-05-13,7.09,7.0,-1.27
601008,2008-05-16,7.99,7.32,-8.39
603861,2017-05-31,18.47,19.0,2.87
603861,2018-06-25,11.48,11.43,-0.44
603861,2022-04-13,8.04,7.79,-3.11
603966,2021-08-10,7.82,7.57,-3.2
605155,2024-05-17,10.75,10.41,-3.16
002296,2017-07-21,9.32,9.31,-0.11
002296,2017-12-11,7.76,7.61,-1.93
002296,2021-02-10,5.72,6.22,8.74
600353,2010-07-05,10.35,10.86,4.93
600353,2017-05-31,7.46,7.63,2.28
600353,2023-05-26,8.24,7.76,-5.83
600109,2001-02-13,14.25,13.88,-2.6
600109,2001-02-14,14.1,13.0,-7.8
002842,2018-06-05,22.98,21.9,-4.7
600373,2016-03-03,17.96,16.88,-6.01
600373,2023-06-30,13.32,12.83,-3.68
603639,2021-08-06,16.25,17.54,7.94
002538,2017-01-23,9.29,9.54,2.69
600797,2017-01-20,12.49,13.64,9.21
600797,2018-06-25,9.43,9.83,4.24
600797,2020-12-30,6.88,6.56,-4.65
600797,2020-12-31,6.96,6.84,-1.72
000899,1998-09-25,11.32,10.53,-6.98
000899,1998-09-28,11.24,10.52,-6.41
000899,2008-08-06,5.18,4.02,-22.39
601519,2012-06-08,5.35,5.38,0.56
601519,2017-02-07,6.3,6.89,9.37
601519,2017-02-08,6.34,7.09,11.83
601519,2021-02-10,8.28,8.46,2.17
002413,2017-11-27,9.61,9.98,3.85
002413,2019-08-16,5.25,5.45,3.81
600746,2002-11-19,6.73,6.5,-3.42
600746,2018-05-08,6.28,6.36,1.27
600746,2018-06-05,6.23,6.27,0.64
600746,2018-06-25,5.67,5.64,-0.53
600746,2019-05-29,6.33,6.04,-4.58
600746,2023-04-27,6.82,7.05,3.37
600215,2003-11-03,6.63,6.38,-3.77
600215,2018-06-04,8.51,8.9,4.58
600215,2020-04-22,7.42,7.0,-5.66
600215,2020-05-15,5.67,6.06,6.88
000065,2002-09-20,10.81,10.55,-2.41
000065,2002-10-15,9.74,10.36,6.37
000065,2008-08-15,5.6,5.1,-8.93
000065,2016-10-25,25.93,25.27,-2.55
000065,2016-10-26,25.95,25.65,-1.16
000065,2018-02-13,14.6,15.39,5.41
000065,2023-10-27,11.64,11.34,-2.58
600894,2002-10-16,6.47,6.64,2.63
600894,2010-07-06,5.18,5.35,3.28
600106,2017-06-09,5.13,5.15,0.39
600328,2004-06-03,7.07,6.6,-6.65
600328,2008-03-21,13.16,12.02,-8.66
600328,2011-12-09,9.11,8.17,-10.32
601766,2018-06-28,7.61,7.39,-2.89
002500,2013-07-01,5.95,5.87,-1.34
002500,2017-01-23,11.06,11.02,-0.36
002343,2011-06-01,13.79,13.32,-3.41
002343,2020-10-22,7.47,7.06,-5.49
600198,2000-10-24,29.8,30.98,3.96
600198,2005-05-16,6.49,6.11,-5.86
600198,2005-07-13,5.32,4.8,-9.77
600198,2014-05-06,14.68,14.01,-4.56
600198,2016-12-19,15.69,16.19,3.19
600198,2018-08-10,5.42,5.66,4.43
002674,2017-05-31,12.4,13.03,5.08
002674,2022-05-05,8.3,8.4,1.2
002674,2022-05-06,8.22,8.5,3.41
002674,2024-07-30,8.79,8.96,1.93
002806,2021-02-09,8.3,9.1,9.64
002202,2017-08-30,11.95,11.9,-0.42
002202,2017-08-31,11.99,11.98,-0.08
002202,2022-09-21,12.12,11.46,-5.45
002202,2022-09-22,12.06,11.56,-4.15
002202,2022-11-02,10.94,11.26,2.93
002202,2022-11-03,10.99,11.14,1.36
600830,2003-07-31,8.37,8.28,-1.08
600830,2017-05-31,8.79,8.91,1.37
600830,2018-06-25,5.26,5.3,0.76
002739,2017-01-03,54.26,56.13,3.45
002739,2018-11-14,23.35,22.76,-2.53
002739,2019-02-12,19.1,20.97,9.79
002739,2019-06-10,18.51,18.96,2.43
002739,2024-08-29,9.55,9.45,-1.05
600864,1999-08-25,10.29,9.99,-2.92
000025,2003-11-03,5.24,4.85,-7.44
000025,2017-01-20,51.24,51.07,-0.33
603956,2022-05-05,9.84,10.22,3.86
002591,2018-06-27,6.51,7.06,8.45
000822,2011-12-20,5.91,5.48,-7.28
000822,2018-06-25,6.84,6.73,-1.61
600197,2001-09-19,13.55,13.18,-2.73
600197,2003-10-08,8.14,8.25,1.35
600197,2003-10-09,8.15,8.11,-0.49
600197,2013-04-03,11.99,12.29,2.5
600197,2022-10-17,21.45,20.74,-3.31
600543,2017-11-29,9.34,9.15,-2.03
600543,2018-10-19,6.51,6.76,3.84
002119,2011-06-01,10.21,10.04,-1.67
002164,2011-06-01,9.51,9.43,-0.84
002164,2017-05-26,9.62,10.78,12.06
600973,2005-04-29,5.65,5.36,-5.13
600973,2005-05-16,5.3,5.24,-1.13
600973,2008-09-12,10.72,11.56,7.84
688660,2022-09-22,7.01,6.7,-4.42
000061,1997-09-19,16.6,14.81,-10.78
000061,2003-04-07,12.24,12.93,5.64
000061,2008-09-10,15.16,15.41,1.65
000061,2012-05-16,7.03,6.41,-8.82
000061,2012-05-17,6.98,6.33,-9.31
002755,2018-02-13,22.78,23.91,4.96
002771,2021-02-10,9.49,10.26,8.11
000503,1993-07-26,7.75,8.75,12.9
000503,2014-05-06,17.77,18.01,1.35
000503,2017-01-03,42.1,48.2,14.49
000503,2018-06-26,30.8,31.51,2.31
000503,2018-08-23,18.48,20.19,9.25
000503,2018-08-24,18.4,19.77,7.45
000503,2020-12-22,8.97,8.2,-8.58
600419,2010-07-06,8.92,9.05,1.46
600419,2017-06-01,39.85,48.71,22.23
600419,2018-06-04,24.69,23.73,-3.89
600419,2020-02-07,11.05,11.26,1.9
000039,1996-01-24,9.92,10.45,5.34
000039,2002-06-20,15.75,17.56,11.49
000039,2002-08-14,16.33,16.46,0.8
000039,2008-08-15,9.07,8.64,-4.74
000039,2008-10-31,6.18,6.32,2.27
000039,2019-07-05,10.83,10.42,-3.79
000039,2022-10-11,6.95,7.34,5.61
000039,2024-08-12,7.41,7.46,0.67
000680,2011-06-22,17.28,17.38,0.58
000519,2012-01-04,7.02,7.25,3.28
000519,2017-11-08,9.26,9.1,-1.73
600969,2012-08-03,12.18,12.54,2.96
600969,2012-11-21,8.56,7.69,-10.16
600969,2012-11-22,8.49,7.66,-9.78
600969,2016-02-01,13.07,14.4,10.18
600969,2018-06-26,5.91,6.12,3.55
603727,2021-01-14,14.5,15.64,7.86
600026,2005-01-12,8.3,8.28,-0.24
600026,2006-01-09,5.68,5.51,-2.99
600026,2019-11-18,5.64,5.94,5.32
600026,2025-04-11,10.17,10.01,-1.57
600356,2003-11-17,9.81,10.24,4.38
600356,2008-09-12,5.82,6.41,10.14
600356,2011-06-08,8.55,8.93,4.44
600356,2018-06-26,6.09,6.2,1.81
600176,2011-08-26,25.15,22.76,-9.5
600176,2016-05-23,8.94,8.83,-1.23
600176,2021-03-29,18.85,19.22,1.96
600176,2021-03-30,19.09,19.5,2.15
000707,1998-05-29,13.3,13.6,2.26
000707,2001-06-22,8.85,9.0,1.69
002701,2016-05-13,8.9,8.6,-3.37
603136,2021-01-18,21.46,21.33,-0.61
603136,2021-05-13,23.5,23.27,-0.98
603801,2018-08-23,33.74,35.07,3.94
603801,2019-05-28,19.59,18.18,-7.2
603801,2024-07-26,11.07,10.85,-1.99
000917,2012-11-22,9.0,8.4,-6.67
000917,2017-05-31,10.98,11.27,2.64
000702,2003-08-21,5.49,5.64,2.73
000702,2017-05-18,9.45,9.41,-0.42
600018,2019-06-12,6.6,6.73,1.97
600018,2019-06-13,6.56,6.86,4.57
000928,2010-07-05,6.41,6.65,3.74
000928,2017-11-09,7.2,7.0,-2.78
000153,2001-08-03,33.7,34.1,1.19
000153,2017-11-28,7.91,7.64,-3.41
000153,2024-07-26,5.06,5.36,5.93
600182,2018-11-30,16.65,16.84,1.14
603035,2019-08-12,8.0,8.41,5.13
605177,2024-07-29,19.21,19.8,3.07
002576,2012-05-22,8.63,8.49,-1.62
002576,2012-07-02,7.94,7.19,-9.45
002576,2021-02-10,9.52,10.38,9.03
600661,1995-02-21,7.7,7.8,1.3
600661,2001-08-31,19.03,19.41,2.0
600661,2004-07-05,9.79,9.04,-7.66
600223,2000-06-23,11.84,11.76,-0.68
600223,2002-10-16,7.93,8.07,1.77
002014,2008-09-12,6.3,6.48,2.86
002014,2012-10-31,9.01,9.03,0.22
002014,2014-05-06,7.25,7.32,0.97
002014,2016-03-03,15.02,14.47,-3.66
002014,2017-04-28,13.43,13.13,-2.23
002014,2017-05-02,13.4,13.3,-0.75
002014,2018-04-24,7.39,7.04,-4.74
002014,2018-05-04,7.06,7.3,3.4
002014,2018-06-25,6.45,6.88,6.67
002449,2021-02-10,7.93,8.57,8.07
002449,2022-05-05,6.47,6.7,3.55
603060,2018-02-13,18.57,19.72,6.19
603060,2018-06-26,16.56,16.74,1.09
002734,2018-06-25,11.11,11.21,0.9
002734,2020-11-06,12.76,13.13,2.9
002242,2011-08-12,10.66,10.19,-4.41
600379,2019-07-25,5.86,5.63,-3.92
002514,2012-07-03,11.23,10.45,-6.95
002514,2016-12-16,8.89,9.1,2.36
002514,2016-12-19,8.94,9.04,1.12
002514,2018-03-29,6.03,6.22,3.15
002209,2017-05-26,12.76,12.4,-2.82
002209,2018-06-25,7.03,7.05,0.28
002209,2018-10-17,5.87,6.84,16.52
000663,2001-09-20,11.08,10.72,-3.25
000663,2001-11-13,9.1,10.03,10.22
000663,2013-07-01,6.59,6.65,0.91
002171,2022-10-13,8.45,9.14,8.17
688156,2023-04-10,29.93,31.8,6.25
000973,2002-06-04,9.63,10.24,6.33
000973,2016-09-30,8.27,8.64,4.47
000551,1997-08-28,11.16,11.74,5.2
000551,1997-09-19,10.3,8.74,-15.15
000551,1999-01-22,5.54,5.67,2.35
000551,2011-06-02,13.08,13.64,4.28
000551,2018-06-25,5.58,5.63,0.9
603466,2021-06-08,18.18,16.78,-7.7
603466,2024-06-13,9.11,8.7,-4.5
002249,2012-08-20,6.99,6.59,-5.72
002249,2012-12-04,5.29,5.64,6.62
002249,2017-05-03,7.0,6.52,-6.86
002174,2017-08-30,26.02,25.74,-1.08
000735,2008-04-08,5.19,4.97,-4.24
600975,2005-05-16,5.25,5.05,-3.81
600770,1998-10-05,10.42,10.76,3.26
600770,2001-01-12,21.13,20.82,-1.47
600770,2017-05-02,7.86,7.64,-2.8
600770,2023-04-28,5.78,5.69,-1.56
000890,2000-09-14,19.78,19.91,0.66
000890,2001-07-04,16.09,16.44,2.18
000890,2007-11-28,5.83,6.09,4.46
000890,2017-11-24,6.42,6.62,3.12
601800,2017-05-24,15.07,15.6,3.52
601800,2022-08-05,7.86,7.87,0.13
601800,2022-08-08,7.81,7.92,1.41
002468,2022-11-07,10.31,10.08,-2.23
002861,2021-02-10,16.37,17.36,6.05
002861,2021-05-31,14.14,14.11,-0.21
600283,2004-05-10,6.37,6.62,3.92
600283,2004-07-19,5.05,4.87,-3.56
600283,2018-06-25,10.7,10.77,0.65
600694,1997-07-30,9.6,9.62,0.21
600694,2006-11-23,29.89,34.22,14.49
600694,2011-01-28,42.8,46.44,8.5
002107,2008-09-12,22.1,23.89,8.1
002107,2008-09-16,22.03,21.87,-0.73
002107,2018-06-25,9.16,9.11,-0.55
002107,2018-08-09,7.76,7.67,-1.16
600744,1997-09-19,11.6,11.05,-4.74
002044,2019-07-16,10.47,11.14,6.4
002044,2023-10-23,5.8,6.2,6.9
600589,2001-11-12,18.26,19.8,8.43
600589,2003-11-14,9.47,9.84,3.91
600589,2007-10-30,11.2,11.0,-1.79
600268,2001-08-09,22.5,22.43,-0.31
600268,2003-11-12,8.81,8.95,1.59
600268,2008-10-22,6.49,7.31,12.63
600268,2008-10-23,6.5,7.33,12.77
600268,2011-05-04,12.95,12.44,-3.94
600268,2021-02-10,5.65,6.06,7.26
600268,2024-07-22,5.19,5.29,1.93
600127,2017-05-18,5.91,5.66,-4.23
000541,1994-06-30,10.1,9.92,-1.78
000541,2008-08-15,7.96,7.62,-4.27
000541,2018-06-04,6.72,6.61,-1.64
000541,2018-06-27,5.95,5.96,0.17
600713,2003-11-13,6.04,6.38,5.63
600828,2002-06-10,8.81,8.61,-2.27
600828,2011-05-20,13.4,11.83,-11.72
600828,2011-06-03,11.41,11.81,3.51
600828,2018-06-25,5.17,5.11,-1.16
600828,2018-06-26,5.16,5.15,-0.19
601811,2018-06-25,9.52,9.47,-0.53
000045,1999-01-21,7.55,7.84,3.84
000524,2001-09-21,8.48,8.12,-4.25
000524,2011-01-21,9.53,10.0,4.93
002007,2006-10-26,17.04,15.58,-8.57
002007,2008-10-16,31.01,30.5,-1.64
002007,2010-06-02,47.72,51.62,8.17
002007,2017-07-21,28.35,28.35,0.0
002007,2021-09-03,29.71,29.4,-1.04
600098,1998-04-23,8.72,9.53,9.29
600098,2008-08-15,5.34,4.96,-7.12
000788,2010-06-23,10.34,8.86,-14.31
603810,2021-07-06,15.02,15.21,1.26
603810,2021-08-11,13.53,13.41,-0.89
002492,2014-05-06,8.38,8.46,0.95
688289,2023-05-16,18.29,18.47,0.98
000932,2010-05-13,5.05,4.57,-9.5
000425,2001-04-27,17.39,16.48,-5.23
000425,2001-04-30,17.37,16.29,-6.22
000425,2001-05-25,16.29,16.0,-1.78
000425,2004-07-30,5.6,5.58,-0.36
000425,2004-08-02,5.64,5.78,2.48
000425,2008-04-08,17.9,14.65,-18.16
600692,1994-06-16,7.84,8.06,2.81
002351,2011-06-01,12.2,11.81,-3.2
002351,2012-07-20,8.02,7.73,-3.62
002351,2018-06-26,6.42,6.58,2.49
002351,2022-04-14,8.29,8.05,-2.9
002328,2010-07-05,15.73,16.74,6.42
002328,2014-12-26,8.12,8.43,3.82
603601,2017-06-28,14.71,15.15,2.99
603601,2022-05-05,5.6,5.8,3.57
603601,2022-05-06,5.51,5.93,7.62
002998,2022-05-05,6.53,6.71,2.76
000989,2003-09-23,8.65,8.39,-3.01
000989,2004-05-21,7.06,6.71,-4.96
000989,2008-08-15,6.56,6.89,5.03
000989,2008-09-12,6.2,6.2,0.0
000989,2010-07-08,11.15,11.22,0.63
000989,2011-06-22,10.95,11.37,3.84
000989,2016-01-15,22.31,22.1,-0.94
000989,2016-01-18,22.3,22.35,0.22
000989,2019-05-29,9.17,8.9,-2.94
001201,2023-05-09,24.83,24.0,-3.34
001201,2024-07-08,16.61,15.74,-5.24
600468,2004-07-19,8.86,8.19,-7.56
600468,2016-01-20,13.86,11.7,-15.58
002749,2019-06-04,11.52,12.37,7.38
000716,2000-05-17,12.12,13.24,9.24
000716,2002-07-03,11.17,11.51,3.04
000716,2002-11-04,9.65,9.71,0.62
688033,2024-07-22,5.31,5.27,-0.75
688033,2025-01-09,5.39,5.54,2.78
002729,2022-10-17,31.6,31.9,0.95
601958,2011-12-20,11.64,10.91,-6.27
601958,2013-07-01,8.04,7.81,-2.86
002243,2011-05-30,13.68,14.43,5.48
002243,2013-07-01,5.79,5.68,-1.9
002243,2021-02-10,9.02,10.0,10.86
600302,2017-12-01,6.77,6.39,-5.61
601003,2019-05-13,6.37,6.6,3.61
688373,2023-08-11,6.69,6.47,-3.29
688373,2023-08-14,6.66,6.45,-3.15
600576,2004-05-28,6.0,5.99,-0.17
600576,2014-01-16,6.54,6.63,1.38
600576,2018-06-26,5.11,5.15,0.78
000589,2008-08-15,5.41,5.14,-4.99
601881,2018-10-18,5.93,7.15,20.57
000951,2005-01-24,8.72,9.32,6.88
000951,2010-07-05,17.06,20.13,18.0
000951,2021-10-12,15.24,14.58,-4.33
002698,2014-05-05,24.5,23.09,-5.76
002698,2018-06-25,8.76,8.81,0.57
002698,2019-06-12,8.19,8.74,6.72
002456,2018-10-17,11.61,13.27,14.3
002456,2018-12-13,10.39,9.97,-4.04
000533,2001-09-20,5.79,5.95,2.76
000533,2001-09-21,5.83,5.97,2.4
002427,2011-06-30,13.04,13.41,2.84
002427,2011-07-01,13.1,13.2,0.76
002637,2018-08-24,7.84,7.82,-0.26
000572,2001-02-14,9.41,8.69,-7.65
000572,2001-09-20,9.0,8.59,-4.56
600997,2005-05-30,7.28,6.87,-5.63
600997,2008-03-21,36.98,36.78,-0.54
600997,2012-06-29,10.47,10.62,1.43
603848,2022-10-12,12.81,12.56,-1.95
600561,2004-12-30,8.69,8.33,-4.14
600561,2005-04-04,5.66,6.21,9.72
600561,2005-04-05,5.63,5.95,5.68
600561,2007-11-28,9.37,9.74,3.95
600561,2018-06-26,5.99,6.06,1.17
688590,2022-08-01,11.06,11.34,2.53
688590,2024-07-30,11.17,10.88,-2.6
002490,2014-05-05,6.55,6.62,1.07
002490,2014-05-06,6.59,7.28,10.47
600826,2001-08-31,11.65,11.41,-2.06
600826,2011-06-15,11.2,9.95,-11.16
600826,2017-11-24,14.5,14.51,0.07
600826,2018-10-24,10.4,10.43,0.29
600826,2018-10-25,10.32,11.25,9.01
600826,2020-12-31,8.48,8.09,-4.6
600826,2022-05-05,7.3,7.35,0.68
002541,2011-12-30,30.01,28.43,-5.26
002541,2018-07-10,7.28,7.44,2.2
002541,2022-06-21,33.78,32.3,-4.38
002541,2024-07-17,13.68,13.17,-3.73
600706,2003-07-04,13.65,14.08,3.15
600706,2005-01-07,8.04,8.11,0.87
600706,2008-03-24,7.9,6.83,-13.54
600706,2008-03-25,7.92,6.49,-18.06
600706,2011-06-01,13.53,13.87,2.51
600706,2018-06-25,11.18,11.06,-1.07
600706,2019-07-24,9.01,9.73,7.99
600706,2019-08-12,8.54,8.63,1.05
002358,2012-12-06,10.47,10.91,4.2
002358,2019-05-13,11.55,11.06,-4.24
002358,2020-02-07,5.68,5.73,0.88
601699,2007-11-15,63.26,65.51,3.56
601699,2011-07-05,34.92,33.43,-4.27
601699,2012-06-29,20.74,21.24,2.41
601699,2014-01-13,9.58,9.02,-5.85
601699,2023-06-14,16.69,16.09,-3.59
601699,2023-06-15,16.76,15.59,-6.98
601699,2024-04-01,20.45,21.4,4.65
002376,2011-06-22,16.13,17.34,7.5
002376,2012-11-22,16.01,14.48,-9.56
002376,2016-03-03,11.68,11.3,-3.25
000571,1997-09-19,12.9,11.19,-13.26
000571,2008-03-21,8.35,7.79,-6.71
000571,2011-12-30,5.16,5.21,0.97
000571,2017-12-19,5.49,5.08,-7.47
688560,2025-01-09,11.98,12.19,1.75
603700,2022-05-10,13.72,13.53,-1.38
000514,1999-05-05,10.99,9.99,-9.1
600029,2023-06-07,5.86,6.03,2.9
600029,2023-06-08,5.9,6.11,3.56
600929,2022-11-02,7.7,8.46,9.87
600235,2003-04-21,15.49,16.25,4.91
600235,2005-02-04,5.34,5.65,5.81
600235,2016-12-16,10.32,10.58,2.52
002298,2013-07-25,6.78,6.71,-1.03
002298,2018-06-25,6.76,7.01,3.7
600966,2008-08-15,7.4,7.22,-2.43
600966,2021-07-30,10.3,10.58,2.72
002226,2011-12-19,12.25,12.55,2.45
002226,2014-03-04,11.53,11.03,-4.34
000610,1999-04-28,7.85,8.22,4.71
000610,2001-09-21,11.23,11.1,-1.16
000610,2003-11-03,5.52,4.87,-11.78
000610,2018-06-25,5.7,5.81,1.93
603045,2021-02-10,10.08,11.18,10.91
000636,2000-10-17,23.97,24.44,1.96
000636,2001-02-15,21.18,21.18,0.0
000636,2002-01-21,7.71,7.64,-0.91
000636,2003-11-04,5.67,5.46,-3.7
000636,2013-07-01,5.42,5.25,-3.14
000636,2022-02-10,23.12,23.2,0.35
000636,2022-03-14,20.48,20.6,0.59
000636,2024-01-12,12.48,11.78,-5.61
002136,2008-07-04,8.09,8.4,3.83
002136,2017-05-31,14.4,14.85,3.12
002136,2023-04-28,11.55,11.28,-2.34
002136,2023-05-04,11.56,11.39,-1.47
600635,2002-11-01,7.25,7.36,1.52
600635,2016-02-01,6.28,6.46,2.87
600635,2017-05-31,5.32,5.57,4.7
600838,1996-07-18,7.17,8.18,14.09
600838,2020-02-07,5.25,5.26,0.19
603626,2022-04-06,8.77,7.91,-9.81
000885,2008-06-26,8.36,8.35,-0.12
000885,2013-05-03,7.91,7.8,-1.39
000885,2018-06-05,12.37,11.95,-3.4
600155,2000-09-27,14.8,14.75,-0.34
002361,2011-06-22,10.08,10.6,5.16
002361,2016-02-01,11.19,11.97,6.97
600299,2011-10-27,10.03,10.46,4.29
600299,2012-05-03,6.66,6.72,0.9
600299,2012-07-20,5.09,5.19,1.96
600774,2003-07-09,8.18,8.22,0.49
600774,2003-08-07,7.59,7.51,-1.05
600774,2011-10-14,7.15,6.55,-8.39
600774,2011-12-20,5.77,5.43,-5.89
600774,2023-08-30,9.81,10.22,4.18
002730,2021-05-26,12.34,13.99,13.37
002730,2021-05-27,12.32,13.29,7.87
002730,2021-07-13,10.68,10.6,-0.75
600292,2001-09-20,17.62,17.61,-0.06
600292,2010-05-14,9.96,8.95,-10.14
600292,2018-06-26,5.7,5.92,3.86
002176,2017-12-22,11.18,11.32,1.25
002176,2023-05-04,12.61,12.74,1.03
600571,2004-07-02,10.44,9.62,-7.85
600571,2005-06-17,5.36,5.33,-0.56
600571,2017-11-24,11.13,11.23,0.9
600172,2012-06-01,7.61,6.99,-8.15
600172,2017-06-14,8.16,8.31,1.84
600172,2017-07-21,7.69,7.81,1.56
600172,2018-05-09,5.33,5.58,4.69
600172,2018-05-10,5.35,5.55,3.74
600405,2004-08-25,9.07,8.71,-3.97
600405,2005-05-13,5.65,5.37,-4.96
600405,2017-12-11,6.61,6.87,3.93
002039,2008-03-21,13.48,13.0,-3.56
603336,2021-06-01,7.51,7.37,-1.86
603336,2021-06-21,7.17,7.34,2.37
600435,2018-06-25,7.96,8.05,1.13
002293,2012-07-20,60.23,60.28,0.08
002293,2012-09-24,45.88,46.85,2.11
002293,2013-04-11,35.86,36.71,2.37
002293,2013-04-12,35.66,37.29,4.57
002293,2019-06-19,9.48,9.86,4.01
600531,2013-04-22,13.52,12.74,-5.77
600531,2013-07-01,9.58,9.26,-3.34
000837,2000-05-17,11.15,11.81,5.92
000837,2001-05-08,10.72,10.7,-0.19
605158,2021-07-06,8.19,8.26,0.85
002491,2014-06-04,11.68,11.89,1.8
002491,2020-02-10,5.52,5.72,3.62
601155,2022-08-05,19.42,19.69,1.39
603311,2017-05-31,18.55,18.92,1.99
600858,2001-02-13,10.35,10.1,-2.42
600858,2003-03-25,5.03,5.22,3.78
600858,2007-11-01,32.45,29.77,-8.26
600858,2012-11-23,8.72,7.48,-14.22
002671,2013-09-30,16.9,17.56,3.91
000019,1994-04-06,6.1,5.4,-11.48
000019,2011-08-12,9.52,9.63,1.16
000019,2011-12-19,8.17,8.04,-1.59
000019,2011-12-20,8.18,7.63,-6.72
000019,2019-08-12,5.97,6.56,9.88
000863,2002-11-27,10.09,10.41,3.17
002515,2018-07-03,5.0,4.85,-3.0
000525,2019-10-25,9.67,9.33,-3.52
000525,2023-03-23,9.47,9.89,4.44
002574,2018-06-26,5.48,5.5,0.36
002702,2014-05-06,12.15,12.45,2.47
002702,2014-05-07,12.11,12.45,2.81
600628,1994-06-30,9.15,8.48,-7.32
600628,1997-09-26,10.0,10.25,2.5
600628,2001-08-31,9.65,9.58,-0.73
600628,2002-09-11,8.91,8.3,-6.85
600628,2020-09-01,10.35,10.11,-2.32
600628,2020-11-05,8.77,8.61,-1.82
600859,2019-06-06,14.99,15.1,0.73
688299,2022-02-17,24.69,25.44,3.04
688299,2022-03-11,21.72,19.82,-8.75
603022,2017-12-11,12.49,12.2,-2.32
603022,2018-06-25,8.22,8.3,0.97
603022,2018-06-26,8.32,8.47,1.8
600420,2005-06-22,7.31,7.46,2.05
600420,2008-08-15,5.71,5.7,-0.18
001872,2005-07-13,18.73,19.2,2.51
001872,2005-10-24,14.8,14.07,-4.93
001872,2013-06-19,11.32,9.96,-12.01
603001,2012-12-04,17.1,19.54,14.27
603578,2021-07-21,13.89,13.5,-2.81
600573,2004-07-15,6.09,6.29,3.28
600573,2018-02-13,7.11,7.5,5.49
600573,2018-06-26,6.46,6.55,1.39
000037,1995-07-05,9.7,10.16,4.74
000037,1995-09-06,6.39,6.3,-1.41
000037,1995-09-26,5.85,6.04,3.25
000037,2004-08-19,10.55,10.52,-0.28
000037,2008-08-07,5.4,4.52,-16.3
000037,2018-02-08,5.8,5.6,-3.45
000037,2018-06-25,5.79,5.87,1.38
000037,2025-01-08,7.61,7.66,0.66
603201,2023-06-19,21.86,22.56,3.2
600138,1999-12-27,13.29,14.62,10.01
600138,2001-08-31,13.0,13.12,0.92
600138,2003-10-23,7.04,6.32,-10.23
600138,2003-11-05,6.48,6.16,-4.94
688410,2024-07-15,12.29,12.63,2.77
688410,2024-07-16,12.44,11.96,-3.86
601038,2017-05-02,9.56,9.27,-3.03
603709,2021-05-21,17.51,18.07,3.2
002416,2014-03-13,16.75,16.41,-2.03
002416,2014-03-14,16.63,17.15,3.13
002416,2014-04-04,14.68,15.22,3.68
002416,2014-12-26,12.21,11.39,-6.72
002416,2016-09-30,15.25,15.81,3.67
002416,2017-05-26,9.98,10.15,1.7
002416,2021-05-11,7.7,9.18,19.22
002016,2018-09-13,9.49,10.49,10.54
002016,2024-12-27,6.44,5.68,-11.8
002825,2020-12-31,14.31,13.51,-5.59
002968,2020-12-02,47.79,50.0,4.62
002968,2021-09-17,34.93,35.28,1.0
002968,2022-06-15,22.98,23.45,2.05
002968,2023-04-27,18.76,18.95,1.01
600616,1996-01-24,7.86,8.0,1.78
600616,1996-07-11,8.64,8.71,0.81
600616,2002-11-01,10.77,10.84,0.65
600616,2008-10-21,10.76,10.55,-1.95
600616,2010-06-22,12.36,10.94,-11.49
002836,2023-06-14,7.95,7.71,-3.02
002836,2023-06-15,7.93,7.51,-5.3
603218,2020-03-20,17.44,17.86,2.41
603222,2022-08-05,9.95,10.4,4.52
002337,2011-06-01,13.64,13.64,0.0
002026,2011-05-03,10.31,10.57,2.52
002026,2014-12-26,8.72,9.18,5.28
600819,1996-01-24,8.92,8.89,-0.34
600819,1996-09-02,8.89,8.3,-6.64
600819,1996-09-16,7.94,8.82,11.08
600819,1997-05-28,7.72,8.0,3.63
600819,2021-11-03,5.02,5.03,0.2
600143,2021-11-01,11.9,12.23,2.77
600143,2021-11-02,11.77,12.65,7.48
603330,2021-07-22,16.8,15.38,-8.45
002681,2018-07-11,5.8,5.59,-3.62
600226,2008-09-12,7.83,8.17,4.34
600226,2017-09-27,6.84,7.09,3.65
000920,2016-08-04,16.22,15.64,-3.58
000920,2017-07-24,10.94,10.97,0.27
000920,2018-06-26,6.11,6.22,1.8
002642,2020-05-06,5.47,5.55,1.46
002780,2017-05-31,25.3,26.29,3.91
000529,1999-05-04,5.92,5.7,-3.72
000529,2018-06-26,5.26,5.4,2.66
601007,2007-11-28,10.3,10.68,3.69
601007,2017-05-26,11.24,11.31,0.62
601007,2017-05-31,11.18,11.55,3.31
603730,2020-08-14,23.47,24.34,3.71
603730,2021-07-20,17.34,15.5,-10.61
603730,2022-02-17,17.86,17.43,-2.41
600841,2005-05-13,7.3,7.24,-0.82
600841,2010-05-21,14.7,15.47,5.24
600841,2012-06-11,11.87,12.78,7.67
600841,2012-07-13,11.37,9.52,-16.27
