代码,日期,买入价,卖出价,收益率
603880,2020-09-15,13.98,14.26,2.0
603880,2021-05-27,7.93,7.91,-0.25
603880,2021-07-05,7.13,7.02,-1.54
002688,2016-12-19,9.67,10.22,5.69
002688,2021-01-18,5.03,5.24,4.17
000419,1998-02-23,14.53,13.25,-8.81
000419,2003-11-13,5.21,5.7,9.4
000419,2011-05-06,8.33,8.6,3.24
000419,2011-12-19,5.72,5.44,-4.9
000419,2011-12-20,5.67,5.3,-6.53
600119,2014-01-23,13.43,14.33,6.7
600119,2018-06-26,8.1,8.17,0.86
002204,2008-09-11,12.2,12.55,2.87
002204,2008-09-12,12.3,13.32,8.29
002204,2012-12-04,10.2,10.91,6.96
002204,2014-05-13,9.26,9.99,7.88
002077,2011-12-30,6.6,6.7,1.52
002077,2017-05-03,12.04,11.38,-5.48
002077,2017-06-08,11.19,12.28,9.74
002077,2018-02-09,9.81,11.01,12.23
002077,2021-02-10,5.1,5.46,7.06
600710,2001-02-13,14.32,14.34,0.14
600710,2001-08-09,11.95,12.71,6.36
600710,2001-10-17,9.2,10.09,9.67
600710,2012-07-12,5.56,5.17,-7.01
603519,2017-04-28,26.32,27.15,3.15
600446,2017-07-21,15.11,15.55,2.91
600446,2017-07-24,15.11,15.56,2.98
600446,2019-11-29,18.47,19.65,6.39
603738,2022-03-11,42.1,40.15,-4.63
603015,2017-05-31,9.85,9.74,-1.12
000970,2002-05-14,15.7,14.5,-7.64
000970,2004-06-16,9.3,9.2,-1.08
000970,2008-08-15,6.05,5.63,-6.94
600854,1995-05-03,12.0,11.6,-3.33
600854,1997-07-31,37.02,37.5,1.3
600854,1998-07-29,28.96,29.67,2.45
600854,2001-08-30,12.79,12.73,-0.47
600854,2001-08-31,12.75,12.3,-3.53
600854,2016-02-01,5.57,5.98,7.36
600854,2017-11-29,5.38,5.14,-4.46
002170,2011-05-03,11.5,11.13,-3.22
600509,2003-07-03,7.64,7.46,-2.36
600509,2011-06-22,10.2,10.62,4.12
600354,2012-07-04,5.96,6.09,2.18
600640,1994-06-16,12.1,12.1,0.0
600640,1997-01-23,13.19,13.41,1.67
600640,1997-01-24,13.25,13.5,1.89
600640,2001-02-13,22.39,22.8,1.83
600640,2001-08-23,17.13,16.71,-2.45
600640,2003-10-31,8.15,7.45,-8.59
600640,2011-12-20,7.58,7.14,-5.8
600640,2019-07-25,11.72,11.48,-2.05
600640,2025-01-09,11.27,11.84,5.06
000506,2001-11-01,10.17,10.19,0.2
000506,2001-11-02,10.17,10.34,1.67
000506,2004-05-31,5.33,5.12,-3.94
000506,2010-02-01,7.02,7.03,0.14
000506,2012-07-27,7.86,7.39,-5.98
000506,2013-05-24,6.36,6.2,-2.52
600167,2011-12-19,8.44,7.71,-8.65
600218,2004-05-11,5.74,5.81,1.22
600218,2010-05-14,9.09,8.42,-7.37
002251,2018-06-25,11.48,11.29,-1.66
002251,2018-06-26,11.54,11.5,-0.35
002251,2020-09-14,11.42,11.39,-0.26
002469,2014-05-05,9.89,10.1,2.12
603126,2018-06-26,6.41,6.44,0.47
600560,2004-10-26,5.21,5.55,6.53
600560,2011-06-02,12.74,12.91,1.33
600560,2017-05-31,12.36,12.54,1.46
600560,2021-02-10,7.7,8.26,7.27
600552,2003-11-13,6.98,7.83,12.18
600552,2013-05-30,21.58,19.87,-7.92
002446,2011-06-08,18.42,16.63,-9.72
002446,2018-06-25,6.44,6.74,4.66
000417,1997-07-31,17.69,15.26,-13.74
000417,2002-07-29,11.13,11.05,-0.72
000417,2003-08-20,6.18,6.05,-2.1
002051,2008-03-21,19.34,19.48,0.72
002051,2010-12-14,42.28,39.7,-6.1
002051,2014-05-14,15.04,15.98,6.25
002051,2017-06-15,21.19,21.15,-0.19
002467,2016-12-16,10.91,10.91,0.0
002467,2016-12-19,10.83,10.91,0.74
600623,2017-05-02,10.32,10.23,-0.87
688179,2023-07-14,21.93,21.46,-2.14
600207,2001-08-29,17.25,17.34,0.52
002387,2012-11-20,8.35,7.64,-8.5
002387,2020-02-07,13.41,14.18,5.74
002387,2020-03-20,11.54,11.78,2.08
600330,2003-09-23,11.25,11.08,-1.51
600330,2012-08-31,5.48,5.85,6.75
002476,2012-02-01,12.0,12.8,6.67
002476,2014-05-06,7.77,7.91,1.8
002476,2017-11-29,6.03,5.71,-5.31
603616,2019-08-12,8.63,8.8,1.97
000791,2001-08-03,11.8,12.14,2.88
000791,2011-06-07,7.49,7.53,0.53
600054,2003-11-12,6.05,6.28,3.8
600054,2013-07-01,10.39,10.4,0.1
000731,1997-09-19,17.92,16.48,-8.04
000731,2000-05-18,13.64,14.39,5.5
000731,2003-04-30,8.69,8.6,-1.04
000731,2008-08-15,6.88,6.51,-5.38
000731,2010-07-05,5.79,6.17,6.56
000731,2014-05-07,6.4,6.53,2.03
603958,2017-12-11,13.9,13.83,-0.5
603958,2022-05-06,5.4,5.57,3.15
002735,2021-03-02,26.06,24.37,-6.49
002735,2021-07-07,23.89,24.61,3.01
002735,2023-05-23,13.64,13.15,-3.59
002399,2016-08-05,16.98,16.75,-1.35
002399,2017-10-10,17.65,17.13,-2.95
002399,2018-08-22,17.01,17.8,4.64
002399,2020-12-30,17.04,16.95,-0.53
600272,2008-07-04,6.34,6.69,5.52
600272,2017-01-20,17.42,18.39,5.57
000715,1998-06-22,9.29,10.64,14.53
000715,2004-06-16,6.4,6.34,-0.94
000715,2019-10-11,7.51,6.7,-10.79
000952,2008-09-12,7.93,9.0,13.49
600416,2011-06-01,25.4,25.83,1.69
600416,2011-12-20,7.61,6.85,-9.99
600416,2018-01-19,10.57,10.78,1.99
600869,1996-02-09,6.11,6.65,8.84
600869,2003-12-25,6.18,5.73,-7.28
600869,2004-04-30,5.78,5.48,-5.19
600869,2008-08-15,8.42,7.8,-7.36
600869,2011-05-31,27.08,26.27,-2.99
600869,2011-06-01,26.88,25.05,-6.81
600869,2011-12-09,20.46,17.01,-16.86
600869,2013-11-01,7.2,7.17,-0.42
600869,2013-11-04,7.25,7.24,-0.14
600869,2016-01-18,7.02,7.01,-0.14
600869,2016-02-01,6.2,6.28,1.29
600827,2004-06-02,10.65,9.29,-12.77
600827,2004-06-29,8.18,6.76,-17.36
600827,2004-07-29,5.92,5.9,-0.34
600827,2012-07-27,9.53,9.56,0.31
600827,2012-07-30,9.53,9.69,1.68
601727,2011-12-26,5.2,5.04,-3.08
002201,2011-12-20,8.17,6.81,-16.65
002201,2014-12-26,8.13,8.41,3.44
002201,2017-06-14,9.68,9.8,1.24
002201,2017-06-15,9.75,9.55,-2.05
002201,2017-07-21,8.51,9.43,10.81
002201,2017-07-24,8.59,10.02,16.65
002986,2022-05-27,21.24,23.77,11.91
600739,1998-05-04,19.98,22.63,13.26
600739,2000-06-14,19.98,19.59,-1.95
600739,2000-06-15,19.81,19.85,0.2
600739,2004-05-28,7.36,7.68,4.35
600739,2010-07-08,22.99,23.3,1.35
600739,2011-08-01,17.39,15.69,-9.78
688101,2020-12-17,17.3,17.2,-0.58
002765,2017-05-18,13.25,12.71,-4.08
002765,2017-05-19,13.18,13.07,-0.83
002765,2017-07-24,9.78,9.96,1.84
600459,2005-05-13,6.42,6.53,1.71
600459,2005-06-01,6.27,6.93,10.53
600459,2008-03-25,39.68,32.05,-19.23
600459,2017-01-20,21.46,22.68,5.68
600459,2018-06-26,10.64,10.74,0.94
600210,2010-06-04,5.77,5.77,0.0
600210,2017-11-24,5.02,5.11,1.79
600210,2022-02-16,6.71,7.05,5.07
002465,2011-06-01,28.18,27.88,-1.06
002465,2014-05-08,13.25,12.97,-2.11
002465,2016-02-18,14.36,13.1,-8.77
000722,2016-02-03,12.63,13.77,9.03
000722,2017-11-28,9.77,9.19,-5.94
000968,2008-08-15,15.6,15.1,-3.21
000968,2010-07-07,12.66,13.62,7.58
000968,2011-12-20,14.66,14.12,-3.68
000968,2018-06-25,9.44,10.11,7.1
000968,2018-12-26,10.72,10.19,-4.94
000968,2021-01-15,6.76,6.62,-2.07
000968,2021-01-18,6.79,6.23,-8.25
600366,2002-05-27,13.76,12.8,-6.98
600366,2002-11-27,9.92,10.18,2.62
600366,2008-08-15,5.4,6.09,12.78
600366,2012-09-05,16.22,17.96,10.73
600366,2018-06-26,5.96,5.99,0.5
002516,2016-08-03,5.97,5.97,0.0
688488,2021-03-22,18.73,17.98,-4.0
688488,2021-09-03,16.95,16.85,-0.59
688488,2021-11-01,14.57,14.65,0.55
688488,2022-05-05,9.11,9.21,1.1
603985,2018-06-25,19.0,20.03,5.42
603985,2021-03-15,25.52,26.04,2.04
603985,2022-01-19,41.3,43.97,6.46
603985,2023-04-11,21.13,21.46,1.56
688189,2021-09-07,30.35,29.81,-1.78
688189,2024-06-11,5.65,5.79,2.48
002835,2020-12-30,12.32,12.24,-0.65
603883,2020-09-14,81.2,81.23,0.04
000159,2002-01-16,10.22,8.74,-14.48
000159,2011-12-20,8.37,7.96,-4.9
000159,2013-07-01,5.14,5.12,-0.39
000159,2017-05-31,6.65,6.56,-1.35
002405,2012-11-01,10.94,10.34,-5.48
002405,2012-11-02,10.91,10.16,-6.87
002405,2012-11-15,10.28,10.13,-1.46
002405,2021-05-14,12.86,12.82,-0.31
000936,2017-05-26,6.75,6.94,2.81
000936,2017-05-31,6.71,7.11,5.96
000936,2018-02-08,6.0,6.0,0.0
000936,2024-07-01,5.8,5.41,-6.72
002442,2012-07-03,5.0,4.99,-0.2
002442,2019-01-08,7.2,7.37,2.36
600305,2008-03-21,14.1,13.48,-4.4
600305,2008-03-24,14.05,13.13,-6.55
600305,2016-06-23,11.31,11.52,1.86
600305,2016-08-03,11.29,11.64,3.1
600064,1997-08-15,15.8,16.2,2.53
600064,2003-11-03,6.09,5.71,-6.24
600064,2008-08-15,12.46,12.66,1.61
600064,2010-06-04,11.72,11.83,0.94
000550,2001-08-03,7.36,7.39,0.41
000550,2011-09-16,20.01,20.7,3.45
000550,2018-04-10,14.48,13.29,-8.22
000550,2024-06-26,22.42,21.36,-4.73
000550,2025-04-11,19.18,19.52,1.77
002301,2018-07-16,10.86,10.65,-1.93
688352,2024-08-26,9.04,8.92,-1.33
002692,2018-05-11,6.45,6.18,-4.19
002719,2017-05-12,31.38,32.08,2.23
002719,2017-11-27,26.99,27.79,2.96
002719,2020-02-07,8.86,8.84,-0.23
002719,2022-05-06,7.43,7.92,6.59
603585,2021-01-18,15.42,15.21,-1.36
603214,2020-02-07,35.24,37.66,6.87
603214,2021-11-01,19.89,19.78,-0.55
688046,2023-09-01,16.45,16.28,-1.03
600615,1996-01-24,6.09,6.23,2.3
600615,2010-05-14,9.08,8.75,-3.63
600615,2011-12-30,6.65,7.07,6.32
600615,2012-12-04,8.5,9.17,7.88
600615,2020-03-20,8.39,8.11,-3.34
600269,2004-06-21,6.42,6.7,4.36
600539,2011-06-01,9.95,9.82,-1.31
600539,2018-08-08,5.74,5.9,2.79
600526,2014-06-24,8.6,8.74,1.63
002282,2010-07-07,12.03,12.17,1.16
002282,2012-07-20,8.09,7.97,-1.48
002282,2020-02-07,7.08,7.1,0.28
000633,2003-11-04,29.86,29.33,-1.77
000633,2011-12-27,6.01,5.74,-4.49
000633,2012-08-07,5.37,5.46,1.68
000633,2017-05-15,9.05,8.3,-8.29
000633,2018-02-22,7.42,8.43,13.61
000633,2018-02-23,7.4,8.2,10.81
600521,2005-12-12,8.8,9.34,6.14
600521,2008-10-06,11.81,12.59,6.6
600521,2010-07-07,12.55,12.84,2.31
600521,2010-07-08,12.41,12.51,0.81
600521,2012-11-22,11.59,10.6,-8.54
600521,2013-08-23,14.5,14.5,0.0
600521,2021-04-16,18.82,19.95,6.0
002705,2017-06-16,14.58,14.68,0.69
002705,2021-03-29,35.97,37.19,3.39
002705,2025-04-11,13.37,12.86,-3.81
600546,2004-08-18,7.94,7.78,-2.02
600546,2005-01-11,7.41,7.27,-1.89
600546,2005-01-12,7.44,7.16,-3.76
600546,2012-07-04,21.3,20.92,-1.78
600546,2013-06-19,13.68,11.92,-12.87
600546,2020-11-24,7.96,7.69,-3.39
600873,1995-10-17,11.6,12.15,4.74
600873,1995-11-02,11.8,11.7,-0.85
600873,2001-08-03,13.05,13.31,1.99
600873,2001-09-20,11.8,11.4,-3.39
600873,2007-11-28,8.42,9.35,11.05
600873,2012-02-02,6.7,7.29,8.81
600873,2017-06-05,5.55,5.52,-0.54
600873,2017-06-06,5.57,5.59,0.36
600410,2020-11-04,9.87,9.97,1.01
600410,2022-05-05,5.36,5.53,3.17
603968,2024-07-19,9.04,9.01,-0.33
603968,2024-07-22,9.05,8.92,-1.44
600422,2005-05-18,5.26,5.53,5.13
600422,2014-05-22,20.64,22.54,9.21
600422,2024-08-02,14.89,15.04,1.01
600422,2024-08-05,14.81,15.44,4.25
600131,1999-09-27,9.78,9.35,-4.4
002254,2011-06-15,17.58,16.76,-4.66
002928,2021-07-20,11.83,10.98,-7.19
002928,2023-05-30,9.62,9.36,-2.7
002928,2023-06-13,8.59,8.53,-0.7
002928,2023-06-14,8.48,8.44,-0.47
600610,1993-07-23,10.78,9.35,-13.27
600610,2008-07-04,7.26,7.95,9.5
600610,2012-04-06,11.99,12.63,5.34
600610,2012-08-07,9.27,9.02,-2.7
600610,2023-07-17,9.93,10.38,4.53
601238,2018-07-10,10.54,10.26,-2.66
601238,2022-02-08,13.51,12.93,-4.29
601238,2022-02-18,12.92,12.95,0.23
601238,2022-03-11,11.63,11.51,-1.03
601009,2008-07-04,11.26,12.04,6.93
601009,2010-07-05,10.16,11.0,8.27
601009,2011-06-10,9.09,8.69,-4.4
000902,2011-12-20,7.21,5.95,-17.48
000902,2016-06-07,11.56,10.88,-5.88
000902,2022-10-27,11.51,11.49,-0.17
688207,2023-07-17,24.23,22.41,-7.51
600333,2002-10-16,8.88,9.13,2.82
600333,2005-01-12,6.99,6.76,-3.29
600333,2005-05-23,5.14,4.69,-8.75
000828,2018-06-25,8.12,7.9,-2.71
002194,2017-05-02,9.25,9.13,-1.3
688468,2023-06-28,9.22,9.55,3.58
600778,1999-12-24,7.57,7.78,2.77
600778,2002-11-27,6.6,6.83,3.48
002319,2011-01-28,19.27,19.89,3.22
002319,2011-12-20,11.36,9.71,-14.52
002319,2020-05-25,5.16,5.32,3.1
002373,2011-05-10,21.26,20.57,-3.25
002373,2021-02-10,16.3,16.8,3.07
603599,2023-07-14,19.66,19.66,0.0
603599,2023-11-06,16.51,16.53,0.12
601199,2016-06-23,7.64,7.78,1.83
603890,2022-02-17,11.36,11.25,-0.97
603890,2022-04-14,9.3,9.07,-2.47
603890,2023-05-10,7.91,7.99,1.01
600889,2017-05-17,10.15,9.23,-9.06
600889,2017-05-31,9.29,9.04,-2.69
000686,1999-12-30,8.95,9.94,11.06
000686,2014-06-24,7.04,7.16,1.7
002527,2019-05-24,5.64,5.58,-1.06
002527,2022-05-05,5.4,5.45,0.93
600719,1998-03-17,11.55,11.19,-3.12
600719,2003-11-12,5.42,5.5,1.48
600719,2007-11-28,7.89,8.05,2.03
600847,2003-07-24,6.26,6.28,0.32
600847,2008-05-30,6.3,6.41,1.75
600847,2011-01-04,13.33,13.45,0.9
600847,2011-01-05,13.35,13.44,0.67
600847,2011-01-28,12.67,12.81,1.1
600847,2011-06-22,10.27,11.1,8.08
600847,2017-02-03,21.44,22.02,2.71
600721,2002-10-11,10.06,9.6,-4.57
600721,2013-07-02,6.54,6.6,0.92
600721,2017-04-27,14.35,14.65,2.09
603333,2016-05-16,7.39,7.32,-0.95
002105,2017-05-31,7.87,8.23,4.57
002533,2017-04-28,8.4,8.1,-3.57
002121,2018-08-10,5.69,5.7,0.18
002121,2018-08-13,5.75,5.65,-1.74
601012,2018-08-23,12.43,13.03,4.83
601012,2018-08-24,12.44,13.6,9.32
601012,2022-06-13,60.74,60.77,0.05
601012,2022-09-21,49.19,47.9,-2.62
000565,2001-08-03,12.45,11.97,-3.86
000565,2011-10-26,9.51,9.72,2.21
000565,2011-10-27,9.46,9.88,4.44
000565,2012-01-04,6.14,6.49,5.7
002020,2012-08-31,11.23,11.85,5.52
002020,2021-07-30,7.78,7.85,0.9
600062,2014-05-22,16.7,17.12,2.51
600062,2017-07-21,21.36,20.96,-1.87
600062,2017-07-24,21.18,20.98,-0.94
000060,1999-01-21,14.06,13.11,-6.76
000060,2000-06-01,9.15,9.05,-1.09
000060,2013-07-01,6.71,6.66,-0.75
002609,2018-07-09,8.06,8.02,-0.5
002609,2018-07-10,7.95,8.14,2.39
002675,2018-02-13,9.19,9.84,7.07
603680,2019-08-12,10.81,10.88,0.65
603680,2021-05-24,11.69,11.44,-2.14
603680,2021-05-25,11.56,11.42,-1.21
603680,2021-10-11,8.62,8.5,-1.39
603680,2025-11-05,10.83,11.12,2.68
002454,2012-08-20,8.53,8.37,-1.88
002454,2018-06-04,6.24,6.23,-0.16
002454,2025-04-11,5.95,6.13,3.03
603887,2017-11-30,26.06,23.94,-8.14
603887,2020-11-19,20.77,20.4,-1.78
603887,2021-02-10,14.2,15.95,12.32
603887,2021-05-24,11.45,12.06,5.33
000819,2007-11-16,20.2,19.88,-1.58
000819,2011-06-01,15.78,16.13,2.22
000819,2011-06-22,15.43,15.19,-1.56
000819,2011-12-20,12.95,11.41,-11.89
000819,2017-05-17,16.64,15.85,-4.75
000819,2017-05-18,16.85,15.75,-6.53
000819,2019-06-10,9.01,9.29,3.11
002120,2018-08-08,43.8,43.28,-1.19
002120,2020-09-16,18.42,19.04,3.37
002120,2020-12-30,15.43,15.3,-0.84
002579,2012-07-12,6.33,5.95,-6.0
603178,2024-05-17,25.9,24.36,-5.95
603718,2020-09-16,23.25,23.42,0.73
603718,2025-01-09,6.58,6.58,0.0
002840,2018-07-02,36.0,26.69,-25.86
002840,2020-07-08,12.9,13.8,6.98
002840,2024-07-30,13.41,14.28,6.49
600897,2002-11-27,10.09,10.31,2.18
600897,2023-07-20,14.83,14.69,-0.94
600897,2023-07-21,14.99,14.73,-1.73
600897,2023-08-28,13.42,13.6,1.34
603719,2023-07-11,24.62,24.72,0.41
600834,1995-02-21,15.65,16.82,7.48
600834,1996-09-13,11.03,11.1,0.63
600834,2001-08-29,13.12,13.37,1.91
600834,2003-09-23,7.11,6.95,-2.25
600834,2008-11-07,5.34,6.15,15.17
600834,2013-07-01,5.49,5.4,-1.64
600834,2018-06-26,7.0,7.0,0.0
002787,2018-09-13,7.85,7.63,-2.8
600796,2017-11-28,7.27,6.98,-3.99
600548,2004-06-22,5.82,5.98,2.75
600548,2007-11-28,10.14,10.62,4.73
002300,2018-06-25,5.32,6.01,12.97
601236,2020-09-14,18.17,18.78,3.36
601236,2020-09-15,18.15,18.73,3.2
601990,2021-02-10,10.35,10.7,3.38
600104,2004-06-23,8.42,8.52,1.19
600104,2004-06-24,8.38,8.69,3.7
600104,2004-10-19,6.58,6.06,-7.9
600104,2008-08-15,6.74,6.5,-3.56
600104,2018-08-22,28.55,28.5,-0.18
600104,2025-11-26,14.86,15.38,3.5
002483,2014-04-30,9.94,9.4,-5.43
002483,2014-05-22,9.36,9.49,1.39
600517,2017-05-17,7.88,7.48,-5.08
600199,2013-11-04,9.54,9.75,2.2
600199,2024-07-29,11.63,11.94,2.67
601600,2008-11-03,6.1,6.78,11.15
601600,2008-11-04,6.09,6.88,12.97
601600,2010-05-12,10.43,10.13,-2.88
601600,2010-07-07,8.83,9.1,3.06
601600,2011-12-26,6.52,6.31,-3.22
600056,2001-08-31,16.97,16.66,-1.83
600056,2004-07-20,5.13,4.95,-3.51
600056,2013-07-01,16.62,15.69,-5.6
002161,2008-09-16,17.0,16.07,-5.47
601566,2012-11-02,17.85,16.96,-4.99
601566,2021-02-09,9.69,10.28,6.09
601566,2022-04-15,9.1,9.2,1.1
601566,2022-05-05,8.13,8.22,1.11
603566,2016-06-20,21.27,21.28,0.05
603566,2016-08-05,21.01,21.1,0.43
000672,2001-05-25,19.21,18.7,-2.65
000672,2002-07-05,9.5,8.92,-6.11
000672,2002-07-08,9.43,8.84,-6.26
000672,2002-07-17,8.95,8.88,-0.78
000672,2022-10-27,11.06,10.44,-5.61
600918,2021-05-12,10.39,11.06,6.45
600918,2022-05-05,7.17,7.14,-0.42
603300,2018-06-28,5.05,5.01,-0.79
603300,2021-08-20,8.04,8.63,7.34
002545,2018-04-13,7.75,7.35,-5.16
002545,2018-06-25,5.84,5.88,0.68
002545,2020-02-07,5.82,5.82,0.0
002724,2017-12-28,9.4,9.57,1.81
002724,2021-02-10,6.28,6.87,9.39
603421,2021-02-09,7.58,8.06,6.33
600704,1999-12-29,12.18,14.55,19.46
600704,2017-06-15,7.26,7.11,-2.07
600704,2018-06-25,5.19,5.12,-1.35
600704,2018-06-26,5.18,5.16,-0.39
600530,2004-06-16,7.87,7.97,1.27
601360,2017-05-31,8.51,8.68,2.0
601360,2019-08-13,17.38,18.95,9.03
600481,2004-07-20,7.19,7.05,-1.95
600481,2012-07-20,6.37,6.22,-2.35
603000,2017-01-20,15.77,15.67,-0.63
603000,2017-12-29,10.83,11.13,2.77
600295,2003-07-31,6.27,6.26,-0.16
600295,2008-09-02,9.01,8.36,-7.21
600295,2024-08-27,8.12,8.98,10.59
000528,2001-10-09,6.8,6.18,-9.12
000528,2008-08-15,16.78,16.71,-0.42
000528,2012-08-31,8.68,9.13,5.18
000528,2013-06-28,6.5,6.38,-1.85
000528,2013-07-01,6.43,6.06,-5.75
002926,2022-05-05,6.96,6.94,-0.29
002926,2022-05-06,6.9,6.98,1.16
600604,2017-06-06,6.96,7.35,5.6
600604,2017-07-21,6.33,7.62,20.38
600604,2017-07-24,6.37,8.38,31.55
600604,2021-02-10,5.35,5.95,11.21
600428,2005-05-25,8.61,7.6,-11.73
002758,2017-05-19,15.88,14.85,-6.49
000155,2011-01-28,6.04,6.43,6.46
600326,2018-06-25,5.77,5.77,0.0
600326,2018-06-26,5.81,5.79,-0.34
603229,2020-11-06,34.16,34.96,2.34
603229,2024-07-19,7.23,7.03,-2.77
002216,2008-09-09,29.87,26.64,-10.81
002216,2008-10-06,26.88,26.0,-3.27
002216,2008-10-07,26.8,25.63,-4.37
002216,2022-02-08,16.11,16.28,1.06
002216,2022-03-02,15.33,14.49,-5.48
002769,2017-04-28,17.21,16.08,-6.57
002769,2017-05-31,14.08,16.17,14.84
002769,2021-02-10,5.14,5.76,12.06
600720,2001-04-12,9.2,9.25,0.54
600720,2001-04-13,9.3,9.18,-1.29
603679,2020-08-31,27.87,26.81,-3.8
603679,2021-07-22,15.44,16.3,5.57
600012,2005-10-21,5.65,5.65,0.0
600012,2018-06-05,7.77,7.83,0.77
600012,2021-08-02,5.69,5.71,0.35
002670,2018-07-09,10.68,10.68,0.0
600149,2002-07-18,9.97,9.8,-1.71
600149,2017-12-11,10.25,10.51,2.54
600149,2018-02-13,7.63,8.27,8.39
600810,1999-04-30,10.27,9.39,-8.57
600810,2001-09-28,8.04,7.85,-2.36
600810,2012-07-20,6.74,6.57,-2.52
600810,2017-05-31,7.51,7.6,1.2
000795,2012-08-31,11.14,11.79,5.83
600115,2010-07-08,6.41,6.66,3.9
603320,2021-02-09,9.07,9.81,8.16
002167,2018-02-08,8.48,9.57,12.85
002167,2018-06-25,6.13,6.06,-1.14
002167,2018-06-26,6.15,6.14,-0.16
688403,2024-07-29,6.93,7.32,5.63
002677,2021-07-30,14.97,14.95,-0.13
603278,2024-01-26,10.05,8.65,-13.93
002871,2021-06-10,9.75,9.44,-3.18
002299,2017-01-19,17.46,18.16,4.01
002299,2017-05-12,13.32,13.72,3.0
000617,1999-01-19,6.03,6.15,1.99
000617,1999-01-20,6.05,6.67,10.25
000617,2013-04-10,6.5,6.22,-4.31
000617,2013-04-11,6.44,6.31,-2.02
000617,2020-07-30,7.29,7.52,3.16
000617,2025-01-07,6.68,6.64,-0.6
603066,2017-05-26,40.94,40.45,-1.2
002616,2014-05-05,15.52,15.49,-0.19
002616,2014-05-06,15.56,15.34,-1.41
002616,2016-01-20,17.65,19.28,9.24
002616,2018-06-27,5.3,5.7,7.55
002616,2020-10-27,9.17,8.63,-5.89
002616,2020-10-28,9.18,8.49,-7.52
002616,2021-09-06,5.76,6.1,5.9
600505,2003-08-20,6.12,5.65,-7.68
600505,2003-09-22,5.16,5.15,-0.19
600505,2004-04-30,6.2,6.75,8.87
600505,2020-02-10,7.92,8.58,8.33
600848,2001-09-21,10.95,10.7,-2.28
600848,2001-09-24,10.96,10.18,-7.12
600848,2003-11-03,5.29,4.66,-11.91
600848,2011-12-20,7.45,6.89,-7.52
600848,2013-07-01,5.2,5.2,0.0
600848,2016-01-18,15.55,15.91,2.32
600848,2020-02-07,20.88,21.13,1.2
600848,2021-08-03,15.16,15.77,4.02
600637,1993-12-24,5.9,5.6,-5.08
600637,2003-11-03,9.75,8.76,-10.15
600637,2004-06-21,9.49,8.85,-6.74
000548,2008-06-16,6.39,6.08,-4.85
000548,2017-11-30,6.41,6.14,-4.21
000892,1999-11-12,8.77,9.16,4.45
000892,2002-05-23,8.46,7.87,-6.97
000892,2002-05-24,8.41,7.88,-6.3
000892,2010-05-13,6.23,5.72,-8.19
600771,2010-07-07,5.25,5.32,1.33
600771,2018-09-20,31.17,34.53,10.78
600771,2023-07-24,31.45,31.81,1.14
603565,2022-11-03,13.73,13.57,-1.17
603565,2023-05-24,10.61,9.99,-5.84
603565,2024-09-18,7.03,7.88,12.09
002636,2018-05-07,10.91,10.76,-1.37
002636,2018-05-08,10.89,10.69,-1.84
002636,2018-06-25,7.69,7.87,2.34
002636,2021-02-09,7.19,7.75,7.79
603135,2024-07-24,9.07,9.19,1.32
600458,2011-05-03,21.39,22.03,2.99
600458,2011-05-20,19.83,17.39,-12.3
600458,2022-09-21,9.05,8.42,-6.96
600909,2017-12-11,7.48,7.44,-0.53
600909,2018-06-26,5.57,5.59,0.36
603660,2022-05-12,5.42,5.51,1.66
603633,2018-08-14,11.49,10.83,-5.74
002345,2012-11-02,17.5,17.28,-1.26
002345,2012-11-22,16.29,16.24,-0.31
002345,2013-05-29,11.89,11.77,-1.01
002345,2014-10-10,9.81,9.45,-3.67
002345,2016-02-01,9.82,11.2,14.05
600805,1996-09-13,7.78,7.96,2.31
600805,2001-09-03,7.18,7.26,1.11
600805,2001-10-17,6.39,6.99,9.39
600805,2017-12-11,6.1,6.1,0.0
002659,2017-02-21,16.04,16.16,0.75
002659,2018-09-04,10.15,9.98,-1.67
002659,2019-11-20,6.18,6.43,4.05
000670,2001-08-03,10.68,10.49,-1.78
000670,2001-08-31,9.44,9.08,-3.81
002221,2011-12-19,8.72,8.04,-7.8
002221,2011-12-20,8.68,7.61,-12.33
002221,2013-04-24,11.32,12.14,7.24
002221,2017-06-16,10.25,10.33,0.78
002522,2019-08-12,5.19,5.41,4.24
002279,2019-08-13,5.62,5.91,5.16
603233,2021-07-21,44.74,41.06,-8.23
603233,2023-07-10,27.24,27.03,-0.77
000007,1997-09-19,9.3,8.43,-9.35
000007,2003-11-03,5.56,4.88,-12.23
000007,2014-12-25,13.52,14.52,7.4
000007,2017-08-23,15.99,15.95,-0.25
603982,2024-01-26,11.84,9.49,-19.85
603866,2023-08-30,8.72,8.98,2.98
002510,2011-12-19,12.18,11.54,-5.25
603477,2021-01-18,10.44,10.57,1.25
603477,2024-06-28,28.7,27.04,-5.78
603477,2024-08-27,17.15,17.8,3.79
002930,2024-06-28,12.4,11.8,-4.84
002930,2024-09-19,9.48,10.32,8.86
000810,2003-01-29,12.96,13.24,2.16
000810,2014-12-12,16.69,16.32,-2.22
000810,2017-05-31,10.96,11.38,3.83
000810,2018-01-02,7.03,7.22,2.7
000810,2018-08-09,7.42,7.44,0.27
000810,2020-11-03,8.98,9.06,0.89
600738,1999-11-08,10.39,10.25,-1.35
600738,2001-04-30,12.04,12.07,0.25
